Artikelnummer,Matchcode,Mandant,Artikelgruppe,Artikelgruppe_Bezeichnung,Basismengeneinheit,VK1_Preis,EK0_Preis
3202,Allzweck-Verbandschere gelb,1,Za,30% Rabatt,Stk,1.86,1.86
3203,Allzweck-Verbandschere schwarz,1,Jia,Scheren,Stk,1.86,1.86
33,Zemuko Zellstoffmullkompresse 15 cm *,1,Bb,"Kompressen, unsteril",Btl,7.34,7.34
3402,Ersatz-Ohrtrichter für Econom (3400) 4mm,1,Zd,70% Rabatt,Stk,1.5,1.5
3404,BRAUN Meliseptol HBV-Desinfektionstücher,1,Gba,Desinfektionstücher,Stk,4.4,4.4
350015,"ASKINA-Verbandmull, 5 m",1,Za,30% Rabatt,Stk,6.21,6.21
35010,"ASKINA-Verbandmull, 10 m",1,Za,30% Rabatt,Stk,12.84,12.84
356499,Helbag Profi L 2.0 -rot- ohne Modultaschen,1,Kb,Notfall,Stk,159.2,159.2
356500,Helbag Basic L 2.0 HELPLAN-rot-3 Modultaschen,1,Kb,Notfall,Stk,60,60
356502,Halterung HELtex blau für,1,Kb,Notfall,Stk,27.65,27.65
356503,"Modul-Klarsicht-Innentasche XL 2.0,",1,Kb,Notfall,Stk,13.52,13.52
356504,Thomas Endotrachealtubenhalter,1,Kb,Notfall,Stk,7,7
356505,Larynx-Tubus Notfall-Set LT-D-Erwachs.,1,Kb,Notfall,Stk,46.94,46.94
356506,Flexrohr Standard 22 cm lang,1,Kb,Notfall,Stk,2.25,2.25
356507,Helbag Ampullarium M 2.0 rot HELplan,1,Kb,Notfall,Stk,27.2,27.2
356507-1,"Ampullarium, rot, klein 18x14x7,5cm",1,Kb,Notfall,Stk,16.78,16.78
356508,"AMBU Spur II D - Beatmungsbeutel, Erw.,",1,Kb,Notfall,Stk,19.3,19.3
356508-1,AMBU UltraSeal PLUS Einweg-Gesichtsmaske,1,Kb,Notfall,Stk,2.2,2.2
356508-2,AMBU UltraSeal PLUS Einweg-Gesichtsmaske,1,Kb,Notfall,Stk,2.2,2.2
356508-3,AMBU UltraSeal PLUS Einweg-Gesichtsmaske,1,Kb,Notfall,Stk,2,2
356509,"Modul-Klarsicht-Innentasche mittel, blau",1,Kb,Notfall,Stk,12.9,12.9
356510,Sauerstoff-Atemmaske Erwachsene,1,Kb,Notfall,Stk,1.46,1.46
356511,"Modul-Klarsicht-Tasche mit Sichtfenster,",1,Kb,Notfall,Stk,6,6
356512,Handabsaugpumpe blau - komplett,1,Kb,Notfall,Stk,38.96,38.96
356513,"Vasofix Safety G 22, blau, 0,9 x 25 mm",1,Kb,Notfall,Stk,0.67,0.67
3565131,"Vasofix Safety G 24, gelb, 0,7 x 19 mm",1,Kb,Notfall,Stk,0.69,0.69
356514,"Vasofix Safety G 20, rosa, 1,1 x 33 mm",1,Kb,Notfall,Stk,0.67,0.67
356515,"Vasofix Safety G 18, grün, 1,3 x 45 mm",1,Kb,Notfall,Stk,0.69,0.69
356516,"Rudaven plus Kanülenpflaster, steril,",1,Kb,Notfall,Stk,0.14,0.14
356517,Infusionsgerät für Druck + Schwerkraft,1,Kb,Notfall,Stk,0.55,0.55
356518,"Modul-Klarsicht-Innentasche groß 2.0,",1,Kb,Notfall,Stk,11.92,11.92
356519,Finger-Pulsoximeter ME 10,1,Igf,SpO2 - Meter,Stk,58.65,58.65
356520,Modul-Klarsicht-Innentasche groß 2.0,1,Kb,Notfall,Stk,15.5,15.5
356521,"Universal Kleiderschere Typ BW, 18 cm",1,Kb,Notfall,Stk,1.44,1.44
356522,"Helbig Rettungsdecke 160 x 210 cm,",1,Kb,Notfall,Stk,0.85,0.85
356523,"Dreiecktuch, Vlies DIN 13 168",1,Kb,Notfall,Stk,0.21,0.21
356524,"FirstCare Emergency Bandage, grün",1,Kb,Notfall,Stk,10.15,10.15
356525,"Verbandpäckchen klein 6 x 8 cm,",1,Kb,Notfall,Stk,0.27,0.27
356526,"Verbandpäckchen mittel 8 x 10 cm,",1,Kb,Notfall,Stk,0.29,0.29
356527,"Verbandpäckchen groß 10 x 12 cm,",1,Kb,Notfall,Stk,0.28,0.28
356528,"Verbandtuch BR DIN 13 152, 40 x 60 cm,",1,Kb,Notfall,Stk,0.35,0.35
356529,"Silk-Pflaster, 5 m x 2,50 cm cm, 1 Rolle",1,Kb,Notfall,Stk,4.12,4.12
356530,"Mullkompresse 10 x 10 cm, steril, 2 St.",1,Kb,Notfall,Stk,0.18,0.18
356531,"Helbig Wundschnellverband, elastisch,",1,Kb,Notfall,Stk,0.14,0.14
356532,"Sauerstoff-Flasche, 200 bar,2 ltr. gefüllt",1,Kb,Notfall,Stk,83.19,83.19
356532-1,Gefahrgutaufschlag,1,U,Sonstiges,Stk,8,8
356532-2,"Befüllung 2 L Sauerstoffflasche,200bar,",1,Kb,Notfall,Stk,20,20
356533,Druckminderer HUM Fast15-KR 0-15 ltr/mi,1,Kb,Notfall,Stk,138.6,138.6
356533-A,"Druckminderer HUM Fast 15-KR, 0-15l/min,",1,Kb,Notfall,Stk,138.6,138.6
356534,"Vernebler-Set, Maske und Vernebler",1,Kb,Notfall,Stk,1.63,1.63
356535,"Cutisoft Cotton, steril, 5 x 5 cm",1,Kb,Notfall,Stk,0.26,0.26
356536,"Vasco M Untersuchungshandschuh, 3 Paar,",1,Kb,Notfall,Stk,0.45,0.45
356537,"Injekt Spritze, 5 ml, Luer Solo",1,Kb,Notfall,Stk,0.04,0.04
356538,"Injekt Spritze, 10 ml, Luer Solo",1,Kb,Notfall,Stk,0.05,0.05
356539,"Injekt Spritze, 20 ml, Luer Solo",1,Kb,Notfall,Stk,0.06,0.06
356540,"Injekt F Tuberkulinspritze, 1 ml",1,Kb,Notfall,Stk,0.09,0.09
356541,"Aufziehkanüle (Blunt Needle), rot",1,Kb,Notfall,Stk,0.22,0.22
356542,"AMBU Spur II D - Beatmungsbeutel, Kind,",1,Kb,Notfall,Stk,13.9,13.9
356542-1,AMBU UltraSeal PLUS Einweg-Gesichtsmaske,1,Kb,Notfall,Stk,2.5,2.5
356542-2,"AMBU King Mask Original, Neugeborene, Gr. 1",1,Kb,Notfall,Stk,2.2,2.2
356542-3,"AMBU King Mask Original, Säuglinge, Gr. 2",1,Kb,Notfall,Stk,1.9,1.9
356542-4,"AMBU King Mask Original, Kleinkinder, Gr. 3",1,Kb,Notfall,Stk,2.2,2.2
356543,"Modul-Klarsicht-Tasche mit Sichtfenster,",1,Kb,Notfall,Stk,7.12,7.12
356544,Sauerstoff-Atemmaske Kinder,1,Kb,Notfall,Stk,2.61,2.61
356545,Larynx-Tubus Notfall-Set LT-D-Kinder,1,Kb,Notfall,Stk,49.72,49.72
356546,Thomas Endotrachealtubenhalter,1,Kb,Notfall,Stk,5.14,5.14
356547,"Vernebler-Set, Maske und Vernebler",1,Kb,Notfall,Stk,3.15,3.15
356548,"Lifeguard Ampullarium, gelb",1,Kb,Notfall,Stk,18.9,18.9
356549,Mucus Extractor Baby-Schleimabsauger,1,Kb,Notfall,Stk,0.6,0.6
356550,AMBU Einweg-Peep Ventil 20 mit Konnektor,1,Kb,Notfall,Stk,7.96,7.96
356551-0,GUEDEL Tubus Gr. 0 schwarz,1,Kb,Notfall,Stk,0.33,0.33
356551-00,GUEDEL Tubus Gr. 00 blau,1,Kb,Notfall,Stk,0.33,0.33
356551-000,GUEDEL Tubus Gr. 000 pink,1,Kb,Notfall,Stk,0.33,0.33
356551-1,GUEDEL Tubus Gr. 1 weiß,1,Kb,Notfall,Stk,0.33,0.33
356551-2,GUEDEL Tubus Gr. 2 grün,1,Kb,Notfall,Stk,0.33,0.33
356551-3,GUEDEL Tubus Gr. 3 gelb,1,Kb,Notfall,Stk,0.33,0.33
356551-4,GUEDEL Tubus Gr. 4 rot,1,Kb,Notfall,Stk,0.33,0.33
356551-5,GUEDEL Tubus Gr. 5 blau,1,Kb,Notfall,Stk,0.33,0.33
356551-8,"Güdeltuben Set Gr.:000,00,0,1,2,3,4,5",1,Kb,Notfall,Stk,4.9,4.9
356552,Helbig Laryngoskop-Griff Kaltlicht LED,1,Kb,Notfall,Stk,86.4,86.4
356553-0,"Helbig Laryngoskop-Spatel Kaltlicht,",1,Kb,Notfall,Stk,2.56,2.56
356553-1,"Helbig Laryngoskop-Spatel Kaltlicht,",1,Kb,Notfall,Stk,2.56,2.56
356553-2,"Helbig Laryngoskop-Spatel Kaltlicht,",1,Kb,Notfall,Stk,2.56,2.56
356553-3,"Helbig Laryngoskop-Spatel Kaltlicht,",1,Kb,Notfall,Stk,2.56,2.56
356553-4,"Helbig Laryngoskop-Spatel Kaltlicht,",1,Kb,Notfall,Stk,2.56,2.56
356554,"Magill-Zange, 25 cm groß, mattiert,",1,Kb,Notfall,Stk,4.64,4.64
356555,"Magill-Zange, 15 cm klein, mattiert,",1,Kb,Notfall,Stk,5.12,5.12
356556-1,"Endotrachealtubus Erwachsene mit Cuff,",1,Kb,Notfall,Stk,0.88,0.88
356556-2,"Endotrachealtubus Erwachsene mit Cuff,",1,Kb,Notfall,Stk,0.88,0.88
356556-3,"Endotrachealtubus Erwachsene mit Cuff,",1,Kb,Notfall,Stk,0.88,0.88
356557-1,"Endotrachealtubus Kinder ohne Cuff, 5,0",1,Kb,Notfall,Stk,0.88,0.88
356557-2,"Endotrachealtubus Kinder ohne Cuff, 4,5",1,Kb,Notfall,Stk,0.88,0.88
356557-3,"Endotrachealtubus Kinder ohne Cuff, 4,0",1,Kb,Notfall,Stk,0.88,0.88
356557-4,"Endotrachealtubus Kinder ohne Cuff, 3,0",1,Kb,Notfall,Stk,0.88,0.88
356558-1,"Einführungsmandrin für Trachealtubus,",1,Kb,Notfall,Stk,2.17,2.17
356558-2,"Einführungsmandrin für Trachealtubus,",1,Kb,Notfall,Stk,2.17,2.17
356559,NIO New IntraOsseous BONE INJECTION,1,Kb,Notfall,Stk,76,76
356560,"Nadelhalter Mayo-Hegar, 16 cm mattiert",1,Kb,Notfall,Stk,7.92,7.92
356561,"Einmal-Arterienklemme ""Pean"" gerade",1,Kb,Notfall,Stk,2.15,2.15
356562,"Einmal-Skalpell 10, steril",1,Kb,Notfall,Stk,0.41,0.41
356563,"Verbandtuch BR DIN 13 152, 60 x 80 cm,",1,Kb,Notfall,Stk,0.27,0.27
356564,"OP-Handschuhe, 7,5 PF steril (Paar)",1,Kb,Notfall,Stk,0.5,0.5
356565,"Vasco L Untersuchungshandschuh, 3 Paar,",1,Kb,Notfall,Stk,0.2,0.2
356566,AMBU ResKey FFP3-Maske inkl. Filter nach,1,Kb,Notfall,Stk,4.95,4.95
356567,"Thorax-Drainage-Set CH 28, steril",1,Kb,Notfall,Stk,65.25,65.25
356569,"Güdeltuben aus PVC,Größen farbcodiert,",1,Kb,Notfall,Stk,2.25,2.25
356570,"Stethoskop III Kinder, latex- und",1,Kb,Notfall,Stk,5.95,5.95
356571,MAD-300 Nasalzerstäuber zur nasalen,1,Kb,Notfall,Stk,5.95,5.95
356572-14,"Absaug Katheter CH 14, grün 50 cm",1,Kb,Notfall,Stk,0.16,0.16
356572-18,"Absaug Katheter CH 18, rot, 50 cm",1,Kb,Notfall,Stk,0.16,0.16
356572-MS-18,"Magensonde CH18, 80 cm lang",1,Kb,Notfall,Stk,0.62,0.62
35657219,NULL,1,B,Verbandsmaterial,Btl,1,NULL
356573,"BRAUN OMNIFIX 3 ml-Spritze, Lock-Ansatz",1,Kb,Notfall,Ktn,6.18,6.18
356574,"OXI M 2.0 Sauerstoff-Tasche, blau,",1,Ka,Erste Hilfe,Stk,288.91,288.91
356575,"OXI M 2.0 Sauerstoff-Tasche, blau,",1,Ka,Erste Hilfe,Stk,71.92,71.92
356576,"SAM XT Extremity Tourniquet, schwarz,",1,Kb,Notfall,Stk,30.36,30.36
356577,"CELOX Z-gefaltete Gauze 1,52 m x 7,6 cm,",1,Kb,Notfall,Stk,49.9,49.9
356578,Helbag Ampullarium L 2.0 rot HELplan,1,Kb,Notfall,Stk,56,56
356590,Beatmungsfilter ISO Gard HEPA S,1,Kb,Notfall,Stk,2.1,2.1
35700-1,Larynxmaskenset AuraGain Erwachsene,1,Kb,Notfall,Stk,1,NULL
35700-2,Larynxmaskenset AuraGain Kinder,1,Kb,Notfall,Stk,1,NULL
357010,AMBU AuraGain Einmal-Larynxmaske Gr.1,1,Kb,Notfall,Stk,9.4,9.4
357015,"AMBU AuraGain Einmal-Larynxmaske Gr.1,5",1,Kb,Notfall,Stk,9.4,9.4
357020,AMBU AuraGain Einmal-Larynxmaske Gr.2,1,Kb,Notfall,Stk,9.4,9.4
357025,"AMBU AuraGain Einmal-Larynxmaske Gr.2,5",1,Kb,Notfall,Stk,9.4,9.4
357030,"AMBU AuraGain Einmal-Larynxmaske, Gr.3",1,Kb,Notfall,Stk,9.4,9.4
357040,"AMBU AuraGain Einmal-Larynxmaske, Gr.4",1,Kb,Notfall,Stk,9.4,9.4
357050,"AMBU AuraGain Einmal-Larynxmaske, Gr.5",1,Kb,Notfall,Stk,9.4,9.4
357400,Thomas Select Endotrachealtubenhalter,1,Kb,Notfall,Stk,5.6,5.6
3600010,Zentrales Radhebesystem für methatec luX,1,Em,Behandlungsliegen Pader,Stk,132.11,132.11
3600014,Aufpreis für Liegefläche 80 cm breit,1,Em,Behandlungsliegen Pader,Stk,58.78,58.78
3600015,Verpackung & Palette pro Liege,1,U,Sonstiges,Stk,50.38,50.38
3600016,Ersatz-Gasfeder für Kopfteil - 350 N,1,7c,methatec-Liegen,Stk,75.59,75.59
3600018,"Ersatz-Gasfeder für Hocker, 45-60 cm",1,7c,methatec-Liegen,Stk,50.41,50.41
3600019,"Ersatz-Gasfeder für Hocker, 60-86 cm",1,7c,methatec-Liegen,Stk,50.41,50.41
3600020,Ersatz-Handschalter für methatec-Liege,1,7c,methatec-Liegen,Stk,83.15,83.15
3600021,Ersatz-Einstellteller für methatec-Liege,1,7c,methatec-Liegen,Stk,3.25,3.25
3600022,Ersatz-Strombox TC2 für methatec-Liege,1,7c,methatec-Liegen,Stk,117.15,117.15
3600025,inkl. Double Click Safety System (BfArM),1,7,Liegen & Zubehör,Stk,1,NULL
3600102,"methatec Nova, 3-tlg., elektr.",1,7c,methatec-Liegen,Stk,1175.63,1175.63
3600103,"methatec Nova, 3-tlg., hydrau.",1,7c,methatec-Liegen,Stk,1111,1111
3600106,"methatec Nova, 2-tlg., elektr.",1,7c,methatec-Liegen,Stk,1083.19,1083.19
3600107,"methatec Nova, 2-tlg., hydrau.",1,7c,methatec-Liegen,Stk,1083.19,1083.19
3600114,Radachshebesystem mit 4 leichtlaufenden,1,Em,Behandlungsliegen Pader,Stk,119.9,119.9
3600115,Rundumschaltung für methatec-Liegen,1,Em,Behandlungsliegen Pader,Stk,147.86,147.86
3600115-1,Rundumschaltung für methatec Bobath,1,Em,Behandlungsliegen Pader,Stk,159.62,159.62
3600116,Einsatz f. Nasenschlitzkopfteil f. methatec-Liegen,1,Em,Behandlungsliegen Pader,Stk,23.49,23.49
3600117,Extensionsgalgen für methatec luX,1,Em,Behandlungsliegen Pader,Stk,151.22,151.22
3600118,Papierrollenhalter für methatec-Liegen,1,Em,Behandlungsliegen Pader,Stk,57.94,57.94
3600119,Fußschalter für methatec-Liegen,1,Em,Behandlungsliegen Pader,Stk,117.61,117.61
3600120,Sonderhöhe methatec Praxisliege RIVAGO,1,Em,Behandlungsliegen Pader,Stk,34.65,34.65
3600121,Speditionskosten frei Bordsteinkante,1,U,Sonstiges,Stk,123,123
3600122,"Comfort-Wellnesspolster, bis 10 cm, für",1,Em,Behandlungsliegen Pader,Stk,80.63,80.63
3600122-1,"Comfort-Wellnesspolster plus, 10 cm,",1,Em,Behandlungsliegen Pader,Stk,96.6,96.6
3600122-2,"Comfort-Wellneespolsterunf 10cm,",1,Em,Behandlungsliegen Pader,Stk,141.9,141.9
3600123,Turbomotor - mit 12.000 N,1,Em,Behandlungsliegen Pader,Stk,159.5,159.5
3600125,Comfort-Kopfteil inkl. U-Kissen und,1,Em,Behandlungsliegen Pader,Stk,75.79,75.79
3600126,"3-teiliges Kopfteil für methatec-Liegen,",1,Em,Behandlungsliegen Pader,Stk,134.41,134.41
3600127,Fußschalter DC für methatec-Liegen,1,Em,Behandlungsliegen Pader,Stk,117.61,117.61
3600128,Handschalter DC für methatec-Liegen,1,Em,Behandlungsliegen Pader,Stk,109.2,109.2
3600136,3tlg. Kopfteil-Flex aufstellbar zur,1,Em,Behandlungsliegen Pader,Stk,184.83,184.83
3600137,Fußtraktionsschlinge für methatec luX,1,Em,Behandlungsliegen Pader,Stk,33.57,33.57
3600138,Kopftraktionsschlinge für methatec luX,1,Em,Behandlungsliegen Pader,Stk,47.02,47.02
3600139,"Kopfteil, 1-tlg. o. Nasenschlitz f. Bobathliege",1,7c,methatec-Liegen,Stk,168.03,168.03
3600140,"methatec luX, 2-tlg. elektr.",1,7c,methatec-Liegen,Stk,1284.87,1284.87
3600141,"methatec luX, 2-tlg., hydrau.",1,7c,methatec-Liegen,Stk,1284.87,1284.87
3600144,"methatec luX, 3-tlg, elektr.",1,7c,methatec-Liegen,Stk,1411,1411
3600145,"methatec luX, 3-tlg, hydrau.",1,7c,methatec-Liegen,Stk,1394.12,1394.12
3600146,"methatec luX, 3-tlg, elektr. mit motor.",1,7c,methatec-Liegen,Stk,1578.99,1578.99
3600152,"methatec Praxisliege RIGAVO, mit",1,7g,Untersuchungsliegen,Stk,310.88,310.88
3600154,"methatec Praxisliege RIGAVO, mit",1,7g,Untersuchungsliegen,Stk,378.11,378.11
3600160,"methatec luX Lymph, 8-tlg., elektr.",1,7c,methatec-Liegen,Stk,1705.04,1705.04
3600161,"methatec luX Osteo, 2-tlg.",1,7c,methatec-Liegen,Stk,1864.5,1864.5
3600162,"methatec luX Osteo, 3-tlg.",1,7c,methatec-Liegen,Stk,2161.5,2161.5
3600163,Aussparung für Nasenschlitz im Kopfteil,1,Em,Behandlungsliegen Pader,Stk,23.49,23.49
3600164,Aufpreis für Liegefläche bis 65 cm,1,Em,Behandlungsliegen Pader,Stk,102.08,102.08
3600165,Sperrbox TEB2,1,7c,methatec-Liegen,Stk,58.82,58.82
3600171,"methatec Bobath, 200x120cm, incl. Radhebesystem",1,7c,methatec-Liegen,Stk,1595.8,1595.8
36003150,"Lagerungs- und Lordosekissen, 37x23x7 cm, weiß",1,Lbc,Kissen,Stk,17.64,17.64
36003152,methatec Gelkissen Comfort+,1,Lbc,Kissen,Stk,10.08,10.08
36005303,"U-Kissen, 30 x 30 cm",1,Lbc,Kissen,Stk,22.68,22.68
36052,"Watteträger, gerade",1,Jib,Watteträger / Tupferzangen,Stk,3.95,3.95
36110,"Watteträger, gebogen, mit 3 Ringen",1,Za,30% Rabatt,Stk,10.5,10.5
36141,"top vit Swinging Dumbell 2,5 kg, rot *",1,Za,30% Rabatt,Stk,32.7,32.7
36144,"top vit balanxe.pad, aubergine",1,Tkc,Balanxe Pad,Stk,19.95,19.95
36149,"top vit dumb.bell 2,0 kg, rot, 1 Paar",1,Tkd,Hanteln,Stk,1,NULL
36150,"top vit dumb.bell 3,0 kg, orange, 1 Paar",1,Tkd,Hanteln,Stk,19.32,19.32
3615055,"Polsterhocker, Kunststofffußkreuz,",1,Lad,Rundhocker,Stk,68.9,68.9
3615056,"Polsterhocker, Aluminiumfußkreuz,",1,Lad,Rundhocker,Stk,81.5,81.5
3615057,"Polsterhocker, Aluminiumfußkreuz,",1,Lad,Rundhocker,Stk,88.23,88.23
3615060,"Reitersattelhocker mit Neigungsverst.,",1,Lai,Reitersattelhocker,Stk,144.53,144.53
3615061,"Reitersattelhocker mit Neigungsverst.,",1,Lai,Reitersattelhocker,Stk,157.13,157.13
3615062,"Reitersattelhocker mit Neigungsverst.,",1,Lai,Reitersattelhocker,Stk,163.86,163.86
3615063,"Polsterhocker mit Ringauslösung,",1,Lad,Rundhocker,Stk,81.5,81.5
3615064,"Polsterhocker mit Ringauslösung,",1,Lad,Rundhocker,Stk,94.11,94.11
3615065,"Polsterhocker mit Ringauslösung,",1,Lad,Rundhocker,Stk,100.83,100.83
3615066,"Sattelsitzhocker, Kunststofffußkreuz,",1,Lag,Sattelsitzhocker,Stk,81.5,81.5
3615067,"Sattelsitzhocker, Aluminiumfußkreuz,",1,Lag,Sattelsitzhocker,Stk,94.11,94.11
3615068,"Sattelsitzhocker, Aluminiumfußkreuz,",1,Lag,Sattelsitzhocker,Stk,100.83,100.83
3615069,"Sattelsitzhocker mit Ringauslösung,",1,Lag,Sattelsitzhocker,Stk,94.11,94.11
3615070,"Sattelsitzhocker mit Ringauslösung,",1,Lag,Sattelsitzhocker,Stk,106.71,106.71
3615071,"Sattelsitzhocker mit Ringauslösung,",1,Lag,Sattelsitzhocker,Stk,113.44,113.44
3615078,"Therapiehocker 40x40, Sitzhöhe: 50 cm",1,Laa,"Therapiehocker rund, eckig",Stk,57.14,57.14
3615079,"Therapiehocker 40x40, Sitzhöhe: 45 cm",1,Laa,"Therapiehocker rund, eckig",Stk,57.14,57.14
3615080,"Therapiehocker 40x40, Sitzhöhe: 55 cm",1,Laa,"Therapiehocker rund, eckig",Stk,57.14,57.14
3615081,"Gymnastikhocker rund, Sitzhöhe: 50 cm",1,Laa,"Therapiehocker rund, eckig",Stk,63.86,63.86
3615082,"Gymnastikhocker rund, Sitzhöhe: 45 cm",1,Laa,"Therapiehocker rund, eckig",Stk,63.86,63.86
3615083,"Gymnastikhocker rund, Sitzhöhe: 55 cm",1,Laa,"Therapiehocker rund, eckig",Stk,63.86,63.86
3615084,"Polsterhocker mit Rückenlehne,",1,Lae,Rundhocker mit Rückenlehne,Stk,151.25,151.25
3615085,"Polsterhocker mit Rückenlehne,",1,Lae,Rundhocker mit Rückenlehne,Stk,163.86,163.86
3615086,"Polsterhocker mit Rückenlehne,",1,Lae,Rundhocker mit Rückenlehne,Stk,149.95,149.95
3615087,"Sattelsitzhocker mit Rückenlehne,",1,Lag,Sattelsitzhocker,Stk,151.75,151.75
3615088,"Sattelsitzhocker mit Rückenlehne,",1,Lag,Sattelsitzhocker,Stk,164.95,164.95
3615089,"Sattelsitzhocker mit Rückenlehne,",1,Lag,Sattelsitzhocker,Stk,171.55,171.55
36151,"top vit dumb.bell 4,0 kg, brombeere,",1,Tkd,Hanteln,Stk,27.72,27.72
36152,"top vit dumb.bell 5,0 kg, blau, 1 Paar",1,Tkd,Hanteln,Stk,31.08,31.08
3615254,"VAU-Hocker aus Holz, stapelbar",1,Lac,Holzhocker,Stk,33.61,33.61
3615256,"Premium-Rollen, 5 Stück, für harte Böden",1,E,Sammelgruppierung Artikelzubehör,Stk,6.71,6.71
3615282,Nacken-Knierolle 40 x 15 cm,1,Lbe,"Nacken-, Knierollen",Stk,13.81,13.81
3615284,Nacken-Knierolle 50 x 12 cm,1,Lbe,"Nacken-, Knierollen",Stk,13.09,13.09
3615285,Nacken-Knierolle 50 x 15 cm,1,Lbe,"Nacken-, Knierollen",Stk,20.16,20.16
3615287,Nacken-Knierolle 50 x 25 cm,1,Lbe,"Nacken-, Knierollen",Stk,20.74,20.74
3615288,Nacken-Knierolle 60 x 15 cm,1,Lbe,"Nacken-, Knierollen",Stk,21,21
3615289,"Nacken-Knierolle, 50 x 18 cm",1,Lbe,"Nacken-, Knierollen",Stk,25.2,25.2
3615290,Nacken-Knierolle 60 x 18 cm,1,Lbe,"Nacken-, Knierollen",Stk,26.88,26.88
3615293,"Halbrolle, 50 x 15 x 7,5 cm",1,Lbb,Halbrollen,Stk,19.32,19.32
3615294,"Halbrolle, 60 x 15 x 7,5 cm",1,Lbb,Halbrollen,Stk,21,21
3615296,"Halbrolle, 50 x 18 x 9 cm",1,Lbb,Halbrollen,Stk,20.16,20.16
3615297,"Halbrolle, 50 x 25 x 12,5 cm",1,Lbb,Halbrollen,Stk,24.36,24.36
3615304,"Keilkissen, 40 x 40 x 10/2 cm",1,Lbc,Kissen,Stk,25.85,25.85
3615306,"Dreiviertelrolle, 40 x 15 x 11 cm",1,Lba,Dreiviertelrollen,Stk,15.95,15.95
3615307,"Dreiviertelrolle, 50 x 15 x 11 cm",1,Lba,Dreiviertelrollen,Stk,21,21
3615308,"Dreiviertelrolle, 60 x 15 x 11 cm",1,Lba,Dreiviertelrollen,Stk,22.68,22.68
3615309,"Dreiviertelrolle, 50 x 18 x 13,5 cm",1,Lba,Dreiviertelrollen,Stk,24.36,24.36
3615310,"Dreiviertelrolle, 50 x 22 x 16 cm",1,Lba,Dreiviertelrollen,Stk,24.2,24.2
3615314,"Kopfkissen mit Schaumstoffflocken,",1,Lbc,Kissen,Stk,19.32,19.32
3615316,"Venenkissen, 75 x 55 x 20 cm",1,Lbg,Venenkissen,Stk,71.42,71.42
3615323,"Lymphdrainagekeil mit einer Beinmulde,",1,Lbd,Lagerungskeile,Stk,53.77,53.77
3615324,"Lymphdrainagekeil mit zwei Beinmulden,",1,Lbd,Lagerungskeile,Stk,75.62,75.62
3615330,"Positurquader mit Styroporkern,",1,Lbf,Positurquader,Stk,67.22,67.22
3615332,"Positurquader mit Styroporkern,",1,Lbf,Positurquader,Stk,67.22,67.22
3615333,"Positurquader mit Styroporkern,",1,Lbf,Positurquader,Stk,73.94,73.94
3615334,"Positurquader o.Styroporkern,",1,Lbf,Positurquader,Stk,20.16,20.16
3615335,"Positurquader o.Styroporkern,",1,Lbf,Positurquader,Stk,25.2,25.2
3615336,"Positurquader o.Styroporkern,",1,Lbf,Positurquader,Stk,33.61,33.61
3615337,"Hand-Lagerungskeil, 40 x 20 x 10/2 cm",1,Lbd,Lagerungskeile,Stk,17.64,17.64
3615338,"Hand-Lagerungskeil, 50 x 20 x 10/2 cm",1,Lbd,Lagerungskeile,Stk,21,21
3615351,"Sitzkeilkissen, eckig",1,Lbc,Kissen,Stk,20.16,20.16
3615355,"Sitzkeilkissen, rund",1,Lbc,Kissen,Stk,21,21
36158,"top vit hand.trainer, gelb extra-leicht",1,Tke,Handtrainer,Stk,2.25,2.25
36159,"top vit hand.trainer, rot leicht",1,Tke,Handtrainer,Stk,2.25,2.25
36160,"top vit hand.trainer, grün mittel",1,Tke,Handtrainer,Stk,2.25,2.25
36161,"top vit hand.trainer, blau stark",1,Tke,Handtrainer,Stk,2.25,2.25
36162,"top vit hand.trainer, schwarz",1,Tke,Handtrainer,Stk,2.25,2.25
36163,"top vit bodytrainer.tubing, gelb",1,Tkf,Bodytrainer,Stk,4.19,4.19
36164,"top vit bodytrainer.tubing, rot",1,Tkf,Bodytrainer,Stk,4.19,4.19
36165,"top vit bodytrainer.tubing, grün",1,Tkf,Bodytrainer,Stk,5.03,5.03
36166,"top vit bodytrainer.tubing, blau",1,Tkf,Bodytrainer,Stk,5.03,5.03
36167,"top vit bodytrainer.tubing, schwarz",1,Tkf,Bodytrainer,Stk,5.03,5.03
36168,Japanisches Massagestäbchen,1,Ym,Massagetools,Stk,3.5,3.5
36170,Massagewürfel,1,Ym,Massagetools,Stk,3.5,3.5
36171,Asiatisches Massagekreuz,1,Ym,Massagetools,Stk,5.87,5.87
36172,Massagerolle Reflex,1,Ym,Massagetools,Stk,3.5,3.5
36172601,"Flausch-Frottee-Spanntuch, sand,",1,7ha,Breite/Länge 60/190 - 70/200,Stk,11.95,11.95
36172602,"Flausch-Frottee-Spanntuch, orange,",1,7ha,Breite/Länge 60/190 - 70/200,Stk,17.64,17.64
36172603,"Flausch-Frottee-Spanntuch, feuer,",1,7ha,Breite/Länge 60/190 - 70/200,Stk,17.64,17.64
36172604,"Flausch-Frottee-Spanntuch, platin,",1,7ha,Breite/Länge 60/190 - 70/200,Stk,17.64,17.64
36172605,"Flausch-Frottee-Spanntuch, lindgrün,",1,7ha,Breite/Länge 60/190 - 70/200,Stk,17.64,17.64
