Artikelnummer,Matchcode,Mandant,Artikelgruppe,Artikelgruppe_Bezeichnung,Basismengeneinheit,VK1_Preis,EK0_Preis
2201,"Stethoskop Littmann Classic III, schwarz",1,Idc,Littmann - Stethoskope,Stk,124,124
2205,"Stethoskop Littmann Classic III, marineblau",1,Idc,Littmann - Stethoskope,Stk,73.44,73.44
220510,Meßzylinder 10 ml,1,2bd,Meßzylinder,Stk,7.3,7.3
2205100,Meßzylinder 100 ml,1,2bd,Meßzylinder,Stk,4.13,4.13
2205200,Meßzylinder 200 ml,1,2bd,Meßzylinder,Stk,11.35,11.35
220525,Meßzylinder 25 ml,1,2bd,Meßzylinder,Stk,3.43,3.43
220550,Meßzylinder 50 ml,1,2bd,Meßzylinder,Stk,6.2,6.2
2210,BRAUN Promanum pure 5 Lt. Kanister,1,Gc,Händedesinfektion,Stk,42.3,42.3
2211,"Stethoskop Littmann Classic III,karibikblau",1,Idc,Littmann - Stethoskope,Stk,73.4,73.4
2250100,Uringlas breitkonisch 100 ml *,1,2bj,Überschichtungsglas,Stk,1,NULL
2250150,Uringlas breitkonisch 150 ml,1,2bj,Überschichtungsglas,Stk,9.28,9.28
2250250,Uringlas breitkonisch 250 ml *,1,2bj,Überschichtungsglas,Stk,1,NULL
23,"Wattestäbchen 15 cm, unsteril, 100 St.",1,Jc,Wattestäbchen,Btl,0.56,0.56
23000,"Klarsichtmatte Fußauflage aus Weich-PVC,",1,7hd,Fußauflagen / Gummispanner,Stk,8,8
23000010A,SINO 6.0 Instrument Set -A,1,Ortho,Orthopädie,Stk,1,NULL
23000010B,SINO 6.0 Instrument Set-B,1,Ortho,Orthopädie,Stk,1,NULL
23100,Blutmischpipetten Leuko VPE 10Stck,1,2dc,Pipetten und Zubehör,Stk,30.5,30.5
23102,Bürker Türk (Neubauerzählkammer),1,2dc,Pipetten und Zubehör,Stk,24.9,24.9
23104,"Pipettenspitzen ""Combi"" gelb",1,2dc,Pipetten und Zubehör,Stk,6.9,6.9
23106,Minipet Variable Mikroliterpipette,1,2dc,Pipetten und Zubehör,Stk,43.8,43.8
23200,"Cleartest Corona Pro,Einzeltest",1,2ae,Covid-19 - Teststreifen,Stk,9.8,9.8
2321,"Leukoplast wasserfest 5 m x 1,25 cm",1,Za,30% Rabatt,Stk,1.76,1.76
23210,"Cleartest Corona, 5 Tests",1,2ae,Covid-19 - Teststreifen,Stk,23.9,23.9
2322,"Leukoplast wasserfest 5 m x 2,50 cm",1,Za,30% Rabatt,Stk,3.17,3.17
23220,"Cleartest Corona, 10 Tests",1,2ae,Covid-19 - Teststreifen,Stk,89,89
23230,DEDIATEST 2019-nCoV,1,2ae,Covid-19 - Teststreifen,Stk,55,55
2324,"Leukoplast wasserfest 5 m x 5,00 cm",1,Za,30% Rabatt,Stk,5.48,5.48
23240,"Cleartest Ferritin, 10 Stück",1,2a,Schnelldiagnostik,Stk,39.95,39.95
23250,"Cleartest TSH, 10 Stück",1,2a,Schnelldiagnostik,Stk,39.95,39.95
23260,"Cleartest Zöllakie, 10 St., Schnelltest",1,2a,Schnelldiagnostik,Stk,1,NULL
23270,"Cleartest CRP 10/40/80, 10 Stück",1,2a,Schnelldiagnostik,Stk,21.5,21.5
23300,"Corona Antigen Schnelltest, Einzeltest",1,2ae,Covid-19 - Teststreifen,Stk,1,NULL
23310,Corona Antigen Schnelltests,1,2ae,Covid-19 - Teststreifen,Stk,1,NULL
23311,SARS-CoV-2 Rapid Antigen Self Test,1,2ae,Covid-19 - Teststreifen,Stk,27,27
23312,"Coronavirus Antigen-Test, Ecotest",1,2ae,Covid-19 - Teststreifen,Stk,6.45,6.45
23320,"Corona Antigen Schnelltest,",1,2ae,Covid-19 - Teststreifen,Stk,1,NULL
2341,"Hansaplast soft, Meterware 5m:4cm",1,Bdb,Hansaplast,Stk,13.53,13.53
2342,"Hansaplast soft, Meterware 5m:6cm",1,Bdb,Hansaplast,Stk,17.59,17.59
2343,"Hansaplast soft, Meterware 5m:8cm",1,Bdb,Hansaplast,Stk,21.25,21.25
2350,"Kinesiologisches Tape, 5 cm x 5 m pink",1,Cbb,"Tapes, 5 cm x 5 m",Stk,2.4,2.4
23501,"Turmalin Tape, 5 cm x 5 m , pink",1,Cbe,Turmalin Tapes,Stk,2.5,2.5
23502,"Kinesiologisches XXL Tape, 5 cm x 32 m, pink",1,Cba,"Tapes XXL, 5 cm x 32 m",Stk,12.4,12.4
23503,"Kinesiologisches Tape S, 2,5 cm x 5 m",1,Cbc,"Tapes, Sondergrößen",Stk,3.98,3.98
23504,"Kinesiologisches Tape XL, 7,5 cm x 5 m",1,Cbc,"Tapes, Sondergrößen",Stk,6.95,6.95
2351,"Kinesiologisches Tape, 5 cm x 5 m blau",1,Cbb,"Tapes, 5 cm x 5 m",Stk,2.4,2.4
23511,"Turmalin Tape, 5 cm x 5 m , blau",1,Cbe,Turmalin Tapes,Stk,2.5,2.5
23512,"Kinesiologisches XXL Tape, 5 cm x 32 m, blau",1,Cba,"Tapes XXL, 5 cm x 32 m",Stk,12.4,12.4
23513,"Kinesiologisches Tape S, 2,5 cm x 5 m",1,Cbc,"Tapes, Sondergrößen",Stk,3.98,3.98
23514,"Kinesiologisches Tape XL, 7,5 cm x 5 m",1,Cbc,"Tapes, Sondergrößen",Stk,6.95,6.95
2352,"Kinesiologisches Tape, 5 cm x 5 m beige",1,Cbb,"Tapes, 5 cm x 5 m",Stk,2.1,2.1
23521,"Turmalin Tape, 5 cm x 5 m , beige",1,Cbe,Turmalin Tapes,Stk,2.5,2.5
23522,"Kinesiologisches XXL Tape, 5 cm x 32 m, beige",1,Cba,"Tapes XXL, 5 cm x 32 m",Stk,12.4,12.4
23523,"Kinesiologisches Tape S, 2,5 cm x 5 m",1,Cbc,"Tapes, Sondergrößen",Stk,3.98,3.98
23524,"Kinesiologisches Tape XL, 7,5 cm x 5 m",1,Cbc,"Tapes, Sondergrößen",Stk,6.95,6.95
2353,Taping Schere ca. 21 cm,1,Cd,Taping Zubehör,Stk,4.5,4.5
2354,"Kinesiologisches Tape, 5 cm x 5 m grün",1,Cbb,"Tapes, 5 cm x 5 m",Stk,2.4,2.4
23541,"Turmalin Tape, 5 cm x 5 m , grün",1,Cbe,Turmalin Tapes,Stk,2.5,2.5
2355,"AcuTop Gitter Tape Typ A, beige,",1,Caa,Gitter-Tape Typ A,Stk,3.5,3.5
23551,"AcuTop Gitter Tape, Typ B, beige,",1,Cab,Gitter-Tape Typ B,Stk,3.5,3.5
23552,"AcuTop Gitter Tape, Typ C, beige,",1,Cac,Gitter-Tape Typ C,Stk,3.5,3.5
23553,"AcuTop Gitter Tape Typ XXL, beige",1,Ca,AcuTop Gittertapes,Stk,3.5,3.5
2356,Tape-Starter-Paket zum Sonderpreis,1,Cbb,"Tapes, 5 cm x 5 m",Stk,26.1,26.1
23561,Turmalin-Tape-Starter-Paket,1,Cbe,Turmalin Tapes,Stk,27,27
2357,"Kinesiologisches Tape, 5 cm x 5 m rot",1,Cbb,"Tapes, 5 cm x 5 m",Stk,2.4,2.4
23571,"Turmalin Tape, 5 cm x 5 m , rot",1,Cbe,Turmalin Tapes,Stk,2.5,2.5
2358,"Kinesiologisches Tape, 5 cm x 5 m orange",1,Cbb,"Tapes, 5 cm x 5 m",Stk,2.4,2.4
23581,"Turmalin Tape, 5 cm x 5 m , orange",1,Cbe,Turmalin Tapes,Stk,2.5,2.5
23583,"Kinesiologisches Tape S, 2,5 cm x 5 m",1,Cbc,"Tapes, Sondergrößen",Stk,3.98,3.98
23584,"Kinesiologisches Tape XL, 7,5 cm x 5 m",1,Cbc,"Tapes, Sondergrößen",Stk,6.95,6.95
2359,"Kinesiologisches Tape, 5 cm x 5 m gelb",1,Cbb,"Tapes, 5 cm x 5 m",Stk,2.4,2.4
23591,"Turmalin Tape, 5 cm x 5 m , gelb",1,Cbe,Turmalin Tapes,Stk,2.5,2.5
2360,"Kinesiologisches Tape, 5cm x 5m, schwarz",1,Cbb,"Tapes, 5 cm x 5 m",Stk,2.4,2.4
23601,"Turmalin Tape, 5 cm x 5 m , schwarz",1,Cbe,Turmalin Tapes,Stk,2.5,2.5
23602,"Kinesiologisches XXL Tape, 5 cm x 32 m,schwarz",1,Cba,"Tapes XXL, 5 cm x 32 m",Stk,12.4,12.4
2362,"Kinesiologisches Tape, 5 cm x 5 m, violett",1,Cbb,"Tapes, 5 cm x 5 m",Stk,2.4,2.4
23621,"Turmalin Tape, 5 cm x 5 m, violett",1,Cbe,Turmalin Tapes,Stk,2.5,2.5
23623,"Kinesiologisches Tape S, 2,5 cm x 5 m",1,Cbc,"Tapes, Sondergrößen",Stk,3.98,3.98
23624,"Kinesiologisches Tape XL, 7,5 cm x 5 m",1,Cbc,"Tapes, Sondergrößen",Stk,6.95,6.95
2363,"Kinesiologisches Tape, 5 cm x 5 m weiß",1,Cbb,"Tapes, 5 cm x 5 m",Stk,2.4,2.4
23631,"Turmalin Tape, 5 cm x 5 m , weiß",1,Cbe,Turmalin Tapes,Stk,2.5,2.5
2364,"AcuTop Gitter Tape, Typ A, pink",1,Caa,Gitter-Tape Typ A,Stk,3.5,3.5
23641,"AcuTop Gitter Tape, Typ B, pink,",1,Cab,Gitter-Tape Typ B,Stk,3.5,3.5
23642,"AcuTop Gitter Tape, Typ C, pink,",1,Cac,Gitter-Tape Typ C,Stk,3.5,3.5
2365,"AcuTop Gitter Tape, Typ A, blau",1,Caa,Gitter-Tape Typ A,Stk,3.5,3.5
23651,"AcuTop Gitter Tape, Typ B, blau,",1,Cab,Gitter-Tape Typ B,Stk,3.5,3.5
23652,"AcuTop Gitter Tape, Typ C, blau,",1,Cac,Gitter-Tape Typ C,Stk,3.5,3.5
2370,"Cavilon Hautschutzspray, 28 ml",1,Cd,Taping Zubehör,Stk,14.67,14.67
24,"Wattestäbchen steril, 100 St.",1,Jc,Wattestäbchen,Btl,7.5,7.5
240,"Kodan (N)wipes Desinfektionstücher,",1,Gba,Desinfektionstücher,Stk,10.73,10.73
24018,"ASKINA Pad, 5 x 5 cm, 100 Stck",1,Bb,"Kompressen, unsteril",Stk,31.89,31.89
2402,"Eltra Trommel 6 kg,",1,Gbc,Konzentrat,Stk,30.3,30.3
24034,"ASKINA Pad, 10x10 cm, 100 Stck",1,Bb,"Kompressen, unsteril",Stk,54.22,54.22
2405,Dürasol Ampullen-Spender,1,4c,"Arztkoffer, Ampullarien",Stk,30.15,30.15
2406,"Objektträger 76 x 26 mm unbekantet,",1,2ea,Mikroskopie und Zubehör,Stk,3.36,3.36
2407,Versandbehälter für Objektträger,1,2ea,Mikroskopie und Zubehör,Stk,20.6,20.6
2471,"Leukopor 5 m x 1,25 cm breit",1,Bde,"Leukoplast, Leukosilk, Leukopor",Stk,4.22,4.22
2472,"Leukopor 5 m x 2,50 cm breit",1,Bde,"Leukoplast, Leukosilk, Leukopor",Stk,7.02,7.02
2473,"Leukopor 5 m x 5,00 cm breit",1,Bde,"Leukoplast, Leukosilk, Leukopor",Stk,12,12
24732,"Hautmarkierungsstift, steril",1,Ifd,"Winkelmesser, Maßband, Hautmarker",Stk,1.67,1.67
24999,KaWe PICCOLIGHT Tischständer *,1,Ef,Diagnostik,Stk,3.3,3.3
25,"Einmalskalpelle Fig. 20, 10 St.",1,Jd,Einmal-Instrumente,Ktn,3.53,3.53
252251,BLACKROLL Standard,1,Lbh,Blackroll,Stk,15.1,15.1
252252,BLACKROLL MED weiss / pink,1,Lbh,Blackroll,Stk,14.9,14.9
252253,BLACKROLL MED weiss / grün,1,Lbh,Blackroll,Stk,15.9,15.9
252254,BLACKROLL PRO grau,1,Lbh,Blackroll,Stk,16.9,16.9
252255,BLACKROLL PRO orange,1,Lbh,Blackroll,Stk,16.9,16.9
252256,BLACKROLL GROOVE,1,Lbh,Blackroll,Stk,17.9,17.9
252257,BLACKROLL MINI,1,Lbh,Blackroll,Stk,5.15,5.15
252258,BLACKROLL Ball 8 cm,1,Lbh,Blackroll,Stk,5.15,5.15
252259,BLACKROLL Ball 12 cm,1,Lbh,Blackroll,Stk,5.7,5.7
252260,"BLACKROLL DuoBall, 8 cm",1,Lbh,Blackroll,Stk,8.5,8.5
252261,"BLACKROLL DuoBall, 12 cm",1,Lbh,Blackroll,Stk,12.1,12.1
252262,"BLACKROLL Standard 45, schwarz",1,Lbh,Blackroll,Stk,19.9,19.9
252263,BLACKROLL MED 45 weiss / grün,1,Lbh,Blackroll,Stk,20.9,20.9
25330,"Rechteckiges Kissen ""care Progress""",1,Lbi,Clinibed,Stk,14.82,14.82
25331,"Zylinderförmiges Kissen ""Care Progress""",1,Lbi,Clinibed,Stk,16.09,16.09
25332,"Dreieckkiges Kissen ""Care Progress""",1,Lbi,Clinibed,Stk,17.7,17.7
25333,"Kopfstützenkissen ""Care Progress""",1,Lbi,Clinibed,Stk,15.6,15.6
25334,"Bein-/Schrittkissen ""Care Progress""",1,Lbi,Clinibed,Stk,12.87,12.87
25335,"Arm- oder Beinkeilkissen ""Care Progress""",1,Lbi,Clinibed,Stk,16.4,16.4
25336,"Beinstütz-o. Rückenkissen""Care Progress""",1,Lbi,Clinibed,Stk,32.73,32.73
25337,"Aufbewahrungstasche ""Care Progress""",1,Lbi,Clinibed,Stk,19.08,19.08
254161,"LuxaScope Auris LED Otoskop 2.5 V,schwarz",1,Iba,Otoskope und Zubehör,Stk,82.4,82.4
254162,"LuxaScope Auris LED Otoskop 2.5 V, blau",1,Iba,Otoskope und Zubehör,Stk,82.4,82.4
254163,"LuxaScope Auris LED Otoskop 2.5 V, grau",1,Iba,Otoskope und Zubehör,Stk,82.4,82.4
254164,"LuxaScope Auris LED Otoskop 2.5 V, weiss",1,Iba,Otoskope und Zubehör,Stk,82.4,82.4
254165,"LuxaScope Auris LED Otoskop 2.5 V, Kids",1,Iba,Otoskope und Zubehör,Stk,49.2,49.2
254261,"LuxaScope Auris LED Otoskop 3.7 V,schwarz,",1,Iba,Otoskope und Zubehör,Stk,165.3,165.3
254262,"LuxaScope Auris LED Otoskop 3.7 V, blau,",1,Iba,Otoskope und Zubehör,Stk,165.3,165.3
254263,"LuxaScope Auris LED Otoskop 3.7 V, grau,",1,Iba,Otoskope und Zubehör,Stk,165.3,165.3
254264,"LuxaSopce Auris LED Otoskop 3.7 V, weiss",1,Iba,Otoskope und Zubehör,Stk,165.3,165.3
254360,Ball inkl. Schlauch und Adapter für,1,Ef,Diagnostik,Stk,19.6,19.6
254361,"2,5 mm Ohrtrichter, grau, 100 St. lose",1,Ef,Diagnostik,Stk,3.6,3.6
254362,"4,0 mm Ohrtrichter, grau, 100 St. lose",1,Ef,Diagnostik,Stk,3.6,3.6
254460,"Sonus Doppelkopf-Stethoskop, schwarz",1,Idb,Luxamed - Stethoskope,Stk,51.9,51.9
254462,"Sonus Doppelkopf-Stethoskop, grau",1,Idb,Luxamed - Stethoskope,Stk,26.4,26.4
254560,"Reflexhammer nach Buck, schwarz",1,Ii,Reflexhämmer,Stk,24.9,24.9
254561,"Reflexhammer nach Buck, blau",1,Ii,Reflexhämmer,Stk,24.9,24.9
254562,"Reflexhammer nach Buck, gelb",1,Ii,Reflexhämmer,Stk,24.9,24.9
254660,"Reflexhammer nach Trömner, schwarz",1,Ii,Reflexhämmer,Stk,30.7,30.7
254661,"Reflexhammer nach Trömner, blau",1,Ii,Reflexhämmer,Stk,15,15
254662,"Reflexhammer nach Trömner, gelb",1,Ii,Reflexhämmer,Stk,15,15
254663,LED Untersuchungsleuchte,1,4ai,Untersuchungsleuchte,Stk,349.8,349.8
254664,Stimmgabel mit Fuß a1 440,1,Ige,Stimmgabeln,Stk,42.4,42.4
254665,Stimmgabel nach Rydel Seiffer,1,Ige,Stimmgabeln,Stk,114.4,114.4
254701,methatec Diagnostik-Set Economy,1,Ij,Diagnostik-Sets,Stk,1,NULL
254702,methatec Diagnostik-Set Premium,1,Ij,Diagnostik-Sets,Stk,202.5,202.5
254706,methatec HP I Blutdruckmesser,1,Iab,Manuelle Blutdruckmessgeräte,Stk,22.9,22.9
254708,"Kindermanschette für methatec HP I, (14 - 21 cm)",1,Ef,Diagnostik,Stk,12.1,12.1
254709,XL-Manschette für methatec HP I BDM,1,Ef,Diagnostik,Stk,13.4,13.4
26,"Einmalskalpelle steril, Fig. 23, 10 St.",1,Jd,Einmal-Instrumente,Ktn,17.87,17.87
261089,Vaculifter Face 1 (blauer Ball),1,Yn,Vaculift,Stk,15,15
261115,Vaculifter Body 1(blauer Ball),1,Yn,Vaculift,Stk,15,15
261426,Vaculifter Face 2 (blauer Ball),1,Yn,Vaculift,Stk,25,25
262,"Gerade Schere st./sp. 13,0 cm",1,Jia,Scheren,Stk,7.55,7.55
263,"Gerade Schere st./sp. 14,5 cm",1,Jia,Scheren,Stk,7.45,7.45
263219,Vaculifter Body 2 (blauer Ball),1,Yn,Vaculift,Stk,15,15
263382,Vaculift Körpermassageöl (200 ml),1,Yn,Vaculift,Stk,3.25,3.25
263383,Vaculift Gesichtsmassageöl (100 ml),1,Yn,Vaculift,Stk,1.95,1.95
263698,Vaculift Augenfluid 15ml,1,Yn,Vaculift,Stk,3.33,3.33
264,"Gebogene Schere st./sp. 13,0cm",1,Za,30% Rabatt,Stk,7.5,7.5
265,"Gebogene Schere st./sp. 14,5cm",1,Jia,Scheren,Stk,7.85,7.85
266,Hautschere gerade 9 cm,1,Jia,Scheren,Stk,1,NULL
267,Hautschere gebogen 9 cm,1,Jia,Scheren,Stk,7.55,7.55
268,Verbandschere n. Lister 14 cm,1,Jia,Scheren,Stk,8.96,8.96
2701,Präparatekasten für 100 Objektträger,1,2ea,Mikroskopie und Zubehör,Stk,18,18
2702,"Schonbezug Kopfteil Kofferliege, 100 St.",1,Gfa,Einmal-Nasenschlitztücher,Ktn,6.5,6.5
2702-1,"Schonbezug Kopfteil Kofferliege, 100 St.",1,Gfa,Einmal-Nasenschlitztücher,Ktn,4,4
273,"Splitterpinzette  8,0 cm",1,Jic,Pinzetten,Stk,3.45,3.45
274,"Splitterpinzette  9,5 cm",1,Jic,Pinzetten,Stk,3.6,3.6
275,"Splitterpinzette 11,5 cm",1,Jic,Pinzetten,Stk,3.75,3.75
276,"Anatomische Pinzette 10,5 cm",1,Jic,Pinzetten,Stk,4,4
27601,Reagenzglasbürste,1,2bg,Reagenzgläser / Halter,Stk,0.77,0.77
2769,"Einmalreagenzgläser 98x16 mm, 200 St.",1,2bg,Reagenzgläser / Halter,Ktn,19.78,19.78
277,"Anatomische Pinzette 11,5 cm",1,Jic,Pinzetten,Stk,3.1,3.1
277016,"Reagenzgläser 160 x 16 mm, 100 St.",1,2bg,Reagenzgläser / Halter,Ktn,12.45,12.45
278,"Anatomische Pinzette 13,0 cm",1,Jic,Pinzetten,Stk,3.25,3.25
279,"Anatomische Pinzette 14,5 cm",1,Jic,Pinzetten,Stk,3.35,3.35
28,"Blutlanzetten, 200 St.",1,Jd,Einmal-Instrumente,Ktn,2.39,2.39
280,"Chirurgische Pinzette 10,5 cm",1,Jic,Pinzetten,Stk,3.6,3.6
2801,"Einmalpinzetten steril, 100 Stück",1,Jd,Einmal-Instrumente,Btl,12,12
2802,"Einmalrasierer, einschneidig, 100 Stck.",1,Jd,Einmal-Instrumente,Ktn,6.31,6.31
2803,"Zellstoff in Lagen, 5 Kg *",1,Ab,Tupfer und Zubehör,Btl,13.5,13.5
2804,"Einmal-Schere spitz/spitz, steril",1,Jd,Einmal-Instrumente,Stk,0.9,0.9
280812,Reagenzglasgestell 12 Gläser,1,2bg,Reagenzgläser / Halter,Stk,10.33,10.33
28086,Reagenzglasgestell 6 Gläser,1,2bg,Reagenzgläser / Halter,Stk,9.66,9.66
281,"Chirurgische Pinzette 11,5 cm",1,Jic,Pinzetten,Stk,3.46,3.46
282,"Chirurgische Pinzette 13,0 cm",1,Jic,Pinzetten,Stk,3.45,3.45
283,"Chirurgische Pinzette 14,5 cm",1,Jic,Pinzetten,Stk,3.5,3.5
284,"Grazile, anat. Pinzette 12,5cm",1,Jic,Pinzetten,Stk,4.2,4.2
285,"Tupferzange gerade, 20 cm",1,Jib,Watteträger / Tupferzangen,Stk,9.6,9.6
286,"Tupferzange gebogen, 20 cm",1,Jib,Watteträger / Tupferzangen,Stk,15.5,15.5
2860,"Hansaplast strips, 20 Stück",1,Bdb,Hansaplast,Stk,2.65,2.65
287,Spritzenablagebänkchen,1,Afe,Spritzen-Zubehör,Stk,10.7,10.7
287601,BlueCup Pro Set Pulsierendes Schröpfen,1,Mb,Pulsierendes Schröpfsystem,Stk,1277.7,1277.7
28776,PRV Fingergelenk-Schröpfkopf,1,Mb,Pulsierendes Schröpfsystem,Stk,2.25,2.25
28785,Lymphmatte inkl. Adapter zu BlueCup Pro,1,Mb,Pulsierendes Schröpfsystem,Stk,43.95,43.95
28786,Nackenmatte inkl. Adapter,1,Mb,Pulsierendes Schröpfsystem,Stk,43.95,43.95
28787,Bauch-Beine-Po-Matte inkl. Adapter,1,Mb,Pulsierendes Schröpfsystem,Stk,50.66,50.66
28788,Koffer für PRV02-Set,1,Ei,Schröpfen,Stk,81.93,81.93
28789,4er Matte inkl. Adapter,1,Mb,Pulsierendes Schröpfsystem,Stk,35.2,35.2
28795,BellaBambi trio allround SET 1,1,Mh,BellaBambi,Stk,43.66,43.66
28796,BellaBambi trio allround SET 2,1,Mh,BellaBambi,Stk,43.66,43.66
28858,Meridius Schröpfkopfset Economy,1,Md,Schröpf - Sets,Stk,27.49,27.49
28859,Meridius Schröpfkopfset Premium,1,Md,Schröpf - Sets,Stk,36.29,36.29
28859-1,"Ersatz Schröpfkopf, 55mm,",1,Md,Schröpf - Sets,Stk,1.84,1.84
28859-2,"Ersatz Schröpfkopf, 50mm,",1,Md,Schröpf - Sets,Stk,1.25,1.25
28859-3,"Ersatz Schröpfkopf, 40mm,",1,Md,Schröpf - Sets,Stk,1.1,1.1
28860,Meridius Schröpfkopfset Profi,1,Md,Schröpf - Sets,Stk,36.29,36.29
28910,"Piccolight Ohrtrichter anthrazit, 2,5 mm",1,Ef,Diagnostik,Stk,2.94,2.94
28911,"Piccolight Ohrtrichter anthrazit, 4,0 mm",1,Ef,Diagnostik,Stk,2.94,2.94
28944,Ersatzbirne für Riester-Otoskop,1,Ibe,Ersatzlampen und Batterien,Stk,4.72,4.72
28945,Ersatzbirne für Riester-Otoskop,1,Ef,Diagnostik,Stk,3.84,3.84
28946,"Vakuumbirne 2,5V",1,Zd,70% Rabatt,Stk,121.8,121.8
29,"Manuplast Einmalhandschuhe, 100 St.,",1,Gid,"PE - Handschuhe, latexfrei",Ktn,1.35,1.35
290,Instrumentenset in Segeltuchtasche,1,Ji,Instrumente,Stk,27.2,27.2
29001,Instrumentenschale Gr. 1 (ohne Deckel),1,2bc,Instrumentenschalen,Stk,8.96,8.96
290010,Instrumentenschale Gr. 10 (ohne Deckel),1,2bc,Instrumentenschalen,Stk,17.47,17.47
29002,Instrumentenschale Gr. 2 (ohne Deckel),1,2bc,Instrumentenschalen,Stk,9.35,9.35
29051,Deckel zu Instrumentenglasschale Gr. 1,1,2bc,Instrumentenschalen,Stk,8.54,8.54
290510,Deckel zu Instrumentenglasschale Gr. 10,1,2bc,Instrumentenschalen,Stk,19.1,19.1
29052,Deckel zu Instrumentenglasschale Gr. 2,1,2bc,Instrumentenschalen,Stk,9.45,9.45
291,"Zeckenpinzette mit Kunststoffgriff,",1,Jic,Pinzetten,Stk,3.48,3.48
2935,"Gazofix latexfrei, 4 cm x 4 m",1,Bec,Gazofix,Stk,4.27,4.27
2936,"Gazofix latexfrei, 6 cm x 4 m",1,Bec,Gazofix,Stk,4.64,4.64
2937,"Gazofix latexfrei, 8 cm breit",1,Bec,Gazofix,Stk,4.97,4.97
2938,"Gazofix latexfrei, 10 cm x 4 m",1,Bec,Gazofix,Stk,59.11,59.11
2939,"Gazofix latexfrei, 12 cm x 4 m *",1,Za,30% Rabatt,Stk,3.44,3.44
2960582,"Chirurgisches Wundversorgungs-Set II,",1,Jf,"Chirurg. Einmal-Sets, steril",Stk,41.72,41.72
2960604,"MRSA Schutz-Set, 5-teilig, grün",1,Jg,"Einmal-Sets, steril",Stk,1.11,1.11
2990,"Hansaplast Injektionspflaster Universal,",1,Bdd,Injektionspflaster,Ktn,9.32,9.32
3,methatec HP III Blutdruckmesser,1,Iab,Manuelle Blutdruckmessgeräte,Stk,34.2,34.2
30,"Manuplast Einmalhandschuhen, 100 St.,",1,Gid,"PE - Handschuhe, latexfrei",Ktn,1.35,1.35
300020,Hanning Fußschalter,1,El,Behandlungsliegen Rezila,Stk,55.5,55.5
300047,HANNING Verstellgerät SL 95,1,El,Behandlungsliegen Rezila,Stk,222,222
300048,Netzkabel für HANNING Verstellgerät,1,El,Behandlungsliegen Rezila,Stk,8,8
300051,Gasfeder für Kopfteilverstellung Isny,1,El,Behandlungsliegen Rezila,Stk,65,65
300052,Hydraulischer Auslöser für Gasfeder Isny,1,El,Behandlungsliegen Rezila,Stk,54.2,54.2
300053,Blockierfedern/270N,1,7e,REZILA - Behandlungsliegen,Stk,126.15,126.15
30050,"ASKINA-Verbandmull, 5m Rolle",1,Bg,Verbandzellstoff / -mull,Stk,16.75,16.75
300600,Osteopathieliege Meran,1,7i,Osteopathieliegen,Stk,1627.5,1627.5
300601,Rädergestell für Behandlungsliege,1,7i,Osteopathieliegen,Stk,135,135
300603,3-tlg. Kopfteil mit schwenkbaren und,1,El,Behandlungsliegen Rezila,Stk,135,135
300607,Polsterbreite: 80 cm,1,El,Behandlungsliegen Rezila,Stk,63.75,63.75
300609,Papierrollenhalter,1,El,Behandlungsliegen Rezila,Stk,51,51
300610,Rundumschaltleiste für Höhenverstellung,1,El,Behandlungsliegen Rezila,Stk,183.75,183.75
30107,"ASKINA-Verbandmull,10m Rolle",1,Bg,Verbandzellstoff / -mull,Stk,32.25,32.25
301600,"Therapieliege Campus, mit Sitzfunktion",1,7i,Osteopathieliegen,Stk,1667.5,1667.5
301650,Therapieliege Campus mit Sitzfunktion,1,7i,Osteopathieliegen,Stk,1605,1605
3035,"Transfer-Filter-Set, steril",1,O,Ozontherapie,Stk,139.6,139.6
3057,"Medibox 0,8 L",1,Ag,Entsorgung,Stk,2,2
30571,"Medibox 2,4 L",1,Ag,Entsorgung,Stk,2.14,2.14
30572,"Medibox 4,7 L",1,Ag,Entsorgung,Stk,3.05,3.05
305801,Lojer Therapieliege Manuthera 242,1,7j,Chirotherapieliegen,Stk,9452.94,9452.94
309311,Ampullarium Synthetik schwarz *,1,4c,"Arztkoffer, Ampullarien",Stk,23.5,23.5
31006,"ASKINA-Verbandmull, 1 m",1,Za,30% Rabatt,Stk,1,1
31200,"ASKINA Mullkompresse, steril,",1,Bc,"Kompressen, steril",Stk,6.59,6.59
31219,"ASKINA Mullkompresse, steril,",1,Bc,"Kompressen, steril",Stk,7.51,7.51
31227,"ASKINA Mullkompresse, steril,",1,Bc,"Kompressen, steril",Stk,10.03,10.03
31235,"ASKINA Mullkompresse, steril,",1,Bc,"Kompressen, steril",Stk,18.17,18.17
31308,"ASKINA Mullkompresse, unsteril",1,Bb,"Kompressen, unsteril",Stk,4.2,4.2
31316,"ASKINA Mullkompresse, unsteril",1,Bb,"Kompressen, unsteril",Stk,6.73,6.73
31324,"ASKINA Mullkompresse, unsteril",1,Bb,"Kompressen, unsteril",Stk,9.68,9.68
32,Zemuko Zellstoffmullkompresse 10 cm,1,Bb,"Kompressen, unsteril",Btl,5.9,5.9
3200,Allzweck-Verbandschere rot,1,Za,30% Rabatt,Stk,1.86,1.86
32002,"ASKINA-Verbandmull, 2 m",1,Za,30% Rabatt,Stk,2.67,2.67
3201,Allzweck-Verbandschere blau,1,Jia,Scheren,Stk,1.86,1.86
